	BALF1	BALF2	BALF16	BALF19	BALF25	BALF28	BALF33	BALF39	BALF42	BALF44	BALF45	BALF54	BALF56	BALF59	BALF60	BALF63	BALF65	BALF67	BALF72	BALF76	BALF77	BALF78	BALF81	BALF85	BALF88	BALF95	BALF96	BALF97	BALF105	BALF106	BALF108	BALF109	BALF112	BALF113	BALF114	BALF115	BALF116	BALF120	BALF121	BALF123	BALF126	BALF127	BALF128	BALF133	BALF136	BALF138	BALF143	BALF148	BALF150	BALF153	BALF155	BALF161	BALF162	BALF163	BALF165	BALF166	BALF169	BALF181	BALF182	BALF194	BALF198	BALF203	BALF204	BALF206	BALF208	BALF214	BALF217	BALF218	BALF221	BALF222	BALF225	BALF228	BALF231	BALF237	BALF238	BALF247	BALF248	BALF253	BALF254	BALF255	BALF256	BALF177	BALF259	BALF263	BALF265	BALF267	BALF270	BALF283
K03784: purine_nucleoside_phosphorylase	0	0	110.798	39.5268	886.579	304.677	914.822	673.187	848.128	597.809	902.609	0	0	42.2904	122.386	717.525	145.196	0	875.607	0	0	0	75.7496	851.459	0	912.477	586.47	0	0	0	0	1136.85	0	102.228	0	0	0	594.77	0	213.257	0	0	654.775	0	0	0	376.495	883.689	488.915	0	0	0	0	0	0	0	0	706.64	0	0	838.48	925.316	0	610.466	0	510.263	0	0	49.341	623.349	0	0	446.197	1018.86	615.631	1162.32	1063.69	1095.89	0	944.082	195.709	0	330.739	429.374	898.082	826.163	0	477.551
K06942: ribosome_binding_ATPase	896.38	0	91.5392	0	946.993	0	629.79	258.203	828.241	638.396	739.829	0	0	0	0	249.893	389.45	0	808.342	0	0	0	0	797.2396	0	699.65	441.737	0	0	0	132.209	1126.64	0	0	683.605	639.865	492.916	546.267	0	0	0	0	546.289	0	137.386	426.869	336.172	957.764	188.713	0	0	0	0	0	0	0	0	801.095	0	0	991.902	995.471	0	744.153	0	406.12	0	0	260.983	585.874	0	0	741.589	1039.05	480.312	920.659	1182.06	1117.61	0	1050.18	0	860.276	0	0	657.646	746.746	0	571.42
K11069: spermidine_putrescine_transport_system_substrate_binding_protein	0	465.688	92.4692	0	819.294	0	839.478	385.828	926.084	767.303	842.972	0	0	0	269.112	417.236	388.519	316.243	916.807	0	0	0	0	795.325	0	773.142	610.322	0	613.32	0	0	1001.84	0	561.459	778.185	0	406.282	535.879	0	0	0	0	886.284	0	0	0	285.926	1053.14	299.465	0	0	0	0	0	0	0	0	935.773	0	0	686.147	991.149	401.952	830.663	0	624.052	0	0	89.913	611.495	0	0	525.523	1081.61	452.073	945.009	1122.26	942.508	0	850.457	0	0	0	0	873.927	918.813	0	919.153
K00926: carbamate_kinase	0	313.305	55.8021	0	547.553	0	741.674	402.096	786.742	670.271	751.538	0	0	29.8246	0	567.274	140.796	298.162	791.467	0	0	0	0	630.783	0	476.31	647.772	0	0	0	243.11	773.458	0	346.924	0	0	0	758.361	0	0	268.927	0	247.694	0	0	0	273.814	1047.66	146.398	0	0	0	0	0	0	0	0	670.36	0	0	502.886	863.846	175.752	807.202	0	371.638	0	0	200.932	477.174	225.477	0	533.119	971.603	412.254	693.066	762.861	963.805	0	1028.7	0	606.962	0	0	781.839	665.164	0	603.151
K00882: 1_phosphofructokinase	1131.65	0	83.4774	0	968.312	153.057	821.678	560.223	885.019	750.565	560.443	0	0	0	276.838	520.599	290.352	0	911.24	0	0	0	0	824.996	0	618.607	356.869	0	0	0	0	828.763	0	561.258	377.554	0	580.865	526.993	0	0	0	0	511.811	0	0	297.648	212.714	693.722	216.629	0	0	0	0	0	0	0	0	667.531	0	0	901.938	1035.56	212.387	689.509	0	313.66	0	0	0	914.442	0	0	790.885	948.354	320.473	1066.04	860.001	451.924	0	964.747	0	0	348.812	0	622.831	1004.31	0	471.954
K00873: pyruvate_kinase	619.27	0	122.61	67.7425	851.864	251.244	1014.35	425.901	924.102	717.68	579.284	0	0	0	51.5474	383.37	617.711	0	778.783	0	0	0	26.4702	445.46	0	589.83	595.224	0	0	0	0	792.644	0	154.504	444.324	0	408.526	605.043	0	0	0	0	636.736	0	0	0	232.782	815.898	296.332	0	0	0	0	0	0	0	0	746.027	0	0	718.857	788.486	0	400.31	0	491.086	0	0	151.835	553.582	0	0	643.409	895.983	507.516	805.866	924.058	654.921	0	798.619	0	531.451	0	0	678.464	660.153	0	667.782
K02337: DNA_polymerase_III_subunit_alpha	0	445.42	74.3214	0	799.304	303.692	792.751	558.353	779.343	601.097	418.21	0	0	0	0	697.365	367.125	282.831	801.317	0	0	0	0	538.274	0	574.381	637.906	0	681.175	0	180.181	851.037	0	164.558	578.295	380.975	0	548.175	0	0	0	0	602.094	0	0	0	324.669	876.84	449.655	0	0	0	0	0	0	0	0	903.869	0	0	651.289	844.445	277.677	567.685	0	604.512	0	0	0	316.865	0	0	417.574	860.541	337.529	791.551	758.722	767.535	0	756.47	0	0	0	0	675.69	596.57	0	389.837
K02044: phosphonate_transport_system_substrate_binding_protein	990.582	0	63.3219	0	750.064	232.203	703.669	590.742	885.352	654.757	165.338	0	0	0	0	600.936	165.938	208.214	813.997	0	0	0	0	673.685	0	765.921	858.345	0	0	0	0	795.638	0	0	533.845	331.779	0	741.673	0	0	0	0	597.235	0	148.028	499.412	322.683	817.769	377.929	0	0	0	0	0	0	0	0	684.986	0	0	592.906	852.418	459.201	966.555	0	551.44	0	0	0	431.17	0	0	382.455	830.796	670.796	635.936	711.371	747.427	0	699.07	0	390.281	0	0	893.782	649.633	0	462.879
K03106: signal_recognition_particle_subunit_SRP54	0	0	84.4481	63.1618	722.785	0	896.162	521.269	875.203	867.555	760.453	0	0	0	30.1617	425.26	603.17	0	819.589	0	0	0	0	625.426	0	681.307	439.534	0	365.168	0	0	994.303	0	369.715	339.025	0	597.569	652.912	0	0	0	0	543.802	0	433.919	0	244.203	942.018	298.447	0	0	0	0	0	0	0	0	813.276	0	0	1009.2	877.974	0	601.108	0	455.125	0	0	140.718	340.504	0	0	601.288	1004.96	714.169	895.803	1054.35	800.226	0	1066.89	0	393.81	0	0	776.19	662.17	0	765.033
K00627: pyruvate_dehydrogenase_E2_component_dihydrolipoamide_acetyltransferase	556.649	0	100.37	0	967.545	0	942.687	296.299	896.502	947.066	620.154	0	0	66.4403	27.4703	515.247	350.101	0	745.187	0	0	0	95.1071	297.994	0	391.772	487.925	0	0	0	0	657.592	0	0	577.622	0	354.155	650.096	0	117.172	0	0	308.844	0	0	0	0	913.868	476.811	0	0	0	0	0	0	0	0	744.404	0	0	732.722	778.034	215.822	490.662	0	344.81	389.55	0	0	421.921	0	0	306.42	946.765	507.223	831.537	725.852	852.433	0	964.438	0	528.638	0	0	969.556	710.136	0	661.155
K00384: thioredoxin_reductase_NADPH	575.091	0	78.7759	17.3369	1205.41	324.892	600.093	495.253	919.392	637.441	528.917	0	0	50.8076	0	512.668	533.271	161.873	804.528	0	0	0	0	884.416	0	562.833	511.115	0	0	0	238.72	1015.04	0	167.747	0	0	782.974	664.881	0	0	0	0	539.34	0	0	0	0	829.573	531.513	0	0	0	0	0	0	0	0	1396.88	0	0	819.369	898.093	0	256.463	0	578.534	0	0	180.038	443.131	0	0	407.824	974.564	738.596	979.212	885.629	1017.54	0	1027.48	0	323.687	0	0	676.789	699.294	0	719.839
K00009: mannitol_1_phosphate_5_dehydrogenase	0	0	117.705	16.0848	641.09	304.981	1140.79	433.053	955.935	702.905	297.819	0	0	0	0	306.103	653.236	190.973	1019.18	0	0	0	0	776.417	0	1069.17	730.499	0	0	0	0	1012.81	0	184.097	0	0	363.764	702.314	0	0	0	0	440.311	0	0	0	282.57	1045.94	448.052	0	0	0	0	0	0	0	0	855.527	0	0	692.135	1007.58	362.77	864.93	0	920.039	0	0	0	393.971	0	0	418.648	718.83	312.771	634.879	804.874	657.975	0	511.109	117.508	634.561	0	0	808.359	772.442	0	531.127
K00024: malate_dehydrogenase	0	0	36.9203	39.1041	0	0	0	0	0	0	0	86.7777	0	101.2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.6989	0	0	0	0	0	0	0	0	0	0	0	167.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.6801	0	0	0
K00331: NADH_quinone_oxidoreductase_subunit_B	0	0	0	85.3659	0	0	0	0	0	0	0	0	0	0	0	32.6604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8096	148.771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.967	0	0	0	0	159.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00602: phosphoribosylaminoimidazolecarboxamide_formyltransferase_IMP_cyclohydrolase	0	0	0	65.3635	0	0	0	0	0	0	0	0	0	70.4942	119.788	0	0	0	0	0	0	0	84.3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.4391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00674: 2_3_4_5_tetrahydropyridine_2_6_dicarboxylate_N_succinyltransferase	0	0	0	93.8197	0	0	0	0	0	0	0	0	0	208.992	290.073	0	0	0	0	0	0	0	88.3971	0	0	0	0	0	0	96.0924	0	0	0	0	0	0	0	0	166.246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00762: orotate_phosphoribosyltransferase	0	0	0	38.1703	0	0	0	0	0	0	0	0	0	58.9386	164.505	0	0	0	0	0	0	100.01	75.3727	0	138.144	0	0	0	0	0	0	0	0	0	0	0	0	0	61.4064	0	273.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2451	0	0	0	0	2.45785	0	0	0	0	0	12.1417	0	0	0	440.755	0	0	0	0
K00773: queuine_tRNA_ribosyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	70.7405	0	0	0	0	0	0	0	0	152.919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.3341	75.3587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.407	0	0	0	0	0	0	0	0	0	0	9.45807	0	0	0	0	0	0	0	0
K00788: thiamine_phosphate_pyrophosphorylase	0	0	0	53.0135	0	0	0	0	0	0	0	195.203	0	82.2845	152.445	0	0	0	0	0	0	0	75.3727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.2822	185.719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00794: 6_7_dimethyl_8_ribityllumazine_synthase	0	0	0	34.4506	0	0	0	0	0	0	0	0	0	136.661	246.346	0	0	0	0	0	0	0	57.1793	0	86.0055	0	0	0	0	0	0	0	0	0	0	0	0	0	119.448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3681	0	0
K00891: shikimate_kinase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.8598	0	0	0	0	0	0	0	0	0	0	84.8044	0	0	0	0	114.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1341	0	0
K00940: nucleoside_diphosphate_kinase	0	0	0	33.6507	0	0	0	0	0	0	0	0	0	42.6912	126.852	0	0	0	0	0	0	133.477	25.1936	0	0	0	0	0	0	300.736	0	0	0	0	0	0	0	194.554	127.2997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234.535	0	0	0	0	0	0	0	0	0	0	0	395.595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.1437	0	0
K00954: pantetheine_phosphate_adenylyltransferase	0	0	0	57.6165	0	0	0	0	9.32807	0	0	245.773	0	0	287.736	0	0	0	0	0	0	0	69.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819.113	0	0	0	0	0	0	0	0	0	0	209.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00969: nicotinate_nucleotide_adenylyltransferase	0	0	0	0	0	0	0	0	0	0	0	315.9076	0	168.334	0	0	0	0	0	0	0	0	126.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.7855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.805	0	0	0	0	0	280.691	0	0	0	0	0	0	0	0	0	165.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00984: streptomycin_3_adenylyltransferase	0	0	0	0	0	0	0	0	0	0	38.6895	0	0	0	282.6524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.0575	0	0	0	0	0	0	0	0	37.1223	0	0	0	48.0911	1020.279	329.2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01265: methionyl_aminopeptidase	0	0	0	0	0	0	0	0	0	0	0	0	0	104.96	88.0116	0	0	0	0	0	0	0	51.2365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.067	0	0	0	0	0	0	0	0	0	0	0	14.9076	0	0	0	0	0	0	0	0
K01358: ATP_dependent_Clp_protease_protease_subunit	0	0	0	0	0	0	0	0	0	0	0	0	0	26.9373	187.3	0	0	0	0	0	0	0	60.1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.9026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.0814	0	0	0	0	0	0	332.06	88.7602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.3887	0	0
K01419: ATP_dependent_HslUV_protease_peptidase_subunit_HslV	0	0	45.0762	83.2854	0	0	0	0	0	0	0	0	0	137.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.4246	62.9266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.428	0	0	0	0	0	0	0	51.9462	0	0	0	0	0	0	0	0
K01495: GTP_cyclohydrolase_IA	0	0	0	112.0028	0	0	0	43.178	0	0	0	0	0	0	205.261	0	0	0	0	425.377	0	0	89.8531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.452	0	0	0	0	0	0	0	0	0	0	174.159	0	0	0	0	0	0
K01696: tryptophan_synthase_beta_chain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.956	0	0	0	0	0	0	0	39.5911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.6235	111.801	0	0	0	0	0	0	0	0	0	399.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9073	0	0
K01716: 3_hydroxyacyl_acyl_carrier_protein_dehydratase_trans_2_decenoyl_acyl_carrier_protein_isomerase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412.346	0	0	0	0	0	0	0	0	0	0	0	0	68.0829	0	0	0	0	0	0	0	0	0	0	144.227	21.1973	0	0	0	27.0176	0	0	0	0	0	0	0	0
K01725: cyanate_lyase	0	0	16.6064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168.723	85.5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8958	0	0	0	0	394.097	441.699	0	0	0	0	0
K01737: 6_pyruvoyltetrahydropterin_6_carboxytetrahydropterin_synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292.633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.6661	190.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.828	0	0	0	79.5013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01807: ribose_5_phosphate_isomerase_A	0	0	0	0	0	0	0	0	0	0	0	0	0	98.9323	113.364	0	0	0	0	0	0	0	68.1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.6842	252.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2574	0	0	0	26.1982	0	0	0	0	0	0	0	0
K01808: ribose_5_phosphate_isomerase_B	0	0	127.361	20.4941	1021.07	0	1577.79	224.606	981.664	930.799	683.242	0	0	0	0	393.003	587.787	0	1021.83	0	0	0	0	882.494	0	1105.03	497.384	0	0	0	0	1127.59	0	382.01	1208.45	0	294.436	709.558	0	0	0	0	538.446	0	0	1039.23	0	814.634	476.505	0	0	0	0	0	0	0	0	671.965	0	0	798.896	996.274	1279.06	154.616	0	633.924	0	0	0	674.287	144.817	0	578.576	1051	1061.78	936.267	1020.84	1353.94	0	1042.7554	0	425.372	0	0	788.212	1152.9	0	929.752
K01821: 4_oxalocrotonate_tautomerase	0	0	0	0	0	0	0	0	0	0	0	0	29.8806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325.01	0	0	0	0	0	0	0	0	0	769.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.3639	0	0
K01834: 2_3_bisphosphoglycerate_dependent_phosphoglycerate_mutase	0	0	0	27.009	0	0	0	0	0	0	0	102.673	0	157.425	151.55	0	0	0	0	0	0	0	0	0	234.869	0	0	0	0	0	0	0	0	0	0	0	0	0	56.0093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01923: phosphoribosylaminoimidazole_succinocarboxamide_synthase	0	0	0	19.6854	0	0	0	0	0	0	0	0	0	29.6099	103.136	0	0	0	8.20511	0	183.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.3061	57.076	0	0	0	0	218.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01952: phosphoribosylformylglycinamidine_synthase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.8303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122.786	61.7859	0	0	268.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.022	0	483.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.3153	0	0
K01996: branched_chain_amino_acid_transport_system_ATP_binding_protein	0	0	35.0213	133.677	0	0	0	102.987	0	0	0	0	0	200.089	0	0	0	0	0	0	304.588	0	0	0	0	0	0	0	0	0	0	0	0	114.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.088	0	0	382.326	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0195	13.1983	0	0
K01997: branched_chain_amino_acid_transport_system_permease_protein	0	0	44.1031	208.8878	0	0	0	0	0	0	0	0	0	104.153	0	0	0	0	20.0167	0	0	0	75.216	0	83.548	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2788	0	0	0	0	0	0	0	0	21.0483	0	0	0	0	0	0	0	0	0	0	0	0	0	2.48722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211.871	0	0	0	0	0	0	16.9239	0	0
K01999: branched_chain_amino_acid_transport_system_substrate_binding_protein	0	0	0	241.6286	0	0	0	0	0	0	0	0	0	320.3717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.5644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.1453	0	0	0	0	0	0	0	60.0912	0	0
K02030: polar_amino_acid_transport_system_substrate_binding_protein	0	0	0	78.9205	0	0	0	0	0	0	0	143.64	0	93.8602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.88544	0	0	0	0	0	100.451	0	274.445	146.164	0	0	0	138.651	0	0	0	0	22.2627	0	0	0	0	0	9.45129	0	0
K02221: YggT_family_protein	0	0	49.5314	0	0	0	0	0	0	0	0	0	0	85.6247	146.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178.614	191.844	0	0	0	0	0	65.7661	0	0	0	0	25.4484	0	0	0	0	0	0	0	0
K02372: 3_hydroxyacyl_acyl_carrier_protein_dehydratase	0	0	0	81.5871	0	0	0	0	0	0	0	0	0	80.9167	0	0	66.8865	0	0	0	289.538	0	155.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222.504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498.725	0	0	0	0	0	0	0	0	0	0	0	320.593	105.568	0	0	0	0	0	0	0	19.1913	0	0	0	0	0	0	0	0	0	30.8781	0	0
K02408: flagellar_hook_basal_body_complex_protein_FliE	0	0	0	0	0	0	0	0	0	0	0	0	0	150.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	488.323	0	0	0	0	0	0	0	0	0	0	0	26.9454	0	0	0	571.605	0	0	0	0
K02420: flagellar_biosynthetic_protein_FliQ	0	0	0	4.97095	0	0	0	0	0	0	0	0	27.2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.043	67.7913	0	0	0	0	159.0469	0	0	0	0	0	0	0	0	0	0	0	291.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02431: L_fucose_mutarotase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202.55	0	0	257.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161.338	0	0	0	0	0	0	0	0	79.4804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.248	0	6.41859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02435: aspartyl_tRNA_Asn_glutamyl_tRNA_Gln_amidotransferase_subunit_C	0	0	0	23.0742	0	0	0	0	0	0	0	0	0	195.786	0	0	28.9983	0	0	0	0	0	237.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	291.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241.898	86.6049	0	0	0	0	0	0	0	0	0	0	0	0	0	270.302	0	0	0	0	0
K02784: phosphocarrier_protein_HPr	0	0	0	58.8499	0	0	0	0	0	0	0	0	0	54.2452	106.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.3191	0	0	0	0	0	0	0	0	0	0	0	0	0	645.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02793: mannose_PTS_system_EIIA_component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276.306	0	0	0	0	0	0	0	0	63.667	0	0	0	0	0	0	0	0	0	0	0	59.2138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.45263	0	0	0	0	0	0	0	0	0	0	0	0	385.124	0	0	0	0	0	0	0	0	0	0	25.2354	0	0
K02800: mannitol_PTS_system_EIICBA_or_EIICB_component	0	617.48	0	0	642.538	0	302.503	137.787	586.252	499.18	236.194	0	0	0	0	172.226	485.381	0	325.721	0	0	0	0	384.789	0	296.504	587.89	0	0	0	0	346.067	0	234.371	0	0	0	158.643	0	0	0	0	495.507	0	0	0	215.764	564.729	92.2977	0	0	0	0	0	0	0	0	569.244	0	0	557.144	693.807	0	413.479	0	216.246	173.614	0	0	432.494	0	0	548	663.224	352.113	669.694	726.163	313.511	0	574.271	0	477.259	0	246.1	522.568	353.021	0	485.916
K02860: 16S_rRNA_processing_protein_RimM	0	0	0	92.3864	0	0	0	0	0	0	0	0	0	83.2779	145.409	0	0	0	0	0	0	0	65.7304	0	0	0	0	0	0	0	0	0	159.064	0	0	0	0	0	57.5151	0	0	0	0	0	0	0	0	0	0	75.8284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310.428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K03060: DNA_directed_RNA_polymerase_subunit_omega	0	0	0	276.0801	0	0	0	0	0	0	0	0	0	0	98.1852	0	0	0	0	0	0	0	391.818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131.392	0	0	0	97.2593	0	72.6619	0	0	0	0	11.9304	0	0	0	0	134.82	0	0	0	0	0	0	0	103.516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.3108	0	0
K03088: RNA_polymerase_sigma_70_factor_ECF_subfamily	0	0	22.5195	48.3522	0	0	0	0	0	0	0	101.441	0	131.6236	600.0721	0	0	0	0	0	0	0	0	0	0	68.3248	0	0	0	0	0	0	0	0	0	381.093	0	0	0	0	134.895	0	0	0	0	0	0	0	88.5302	145.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.8146	0	0	0	159.61	0	0	0	0
K03116: sec_independent_protein_translocase_protein_TatA	0	0	0	0	0	0	0	0	0	0	0	0	0	57.4051	413.78	0	0	0	9.60279	524.313	0	0	0	0	83.1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.7809	0	169.907	0	0	125.795	0	0	0	0	215.837	0	0	0	0	0	0	0	354.627	0	0	517.935	0	425.95	0	75.984	0	0	0	0	0	0	0	0	0	0	0	0	0
